address,distance,review_count,ratings,chain,city,lat,long
1,16.35875904,2,4,1,2,37.92977951,-122.0167311
1,14.94444718,1,3.5,18,2,37.9174137,-122.0375497
2,13.11575503,1,3.5,1,2,37.8981,-122.06206
2,13.16261742,1,3.5,2,2,37.90006399,-122.0624954
1,14.78867289,1,4,3,1,37.82275384,-122.0011811
1,19.39788309,1,3,25,3,37.9787975,-121.9923601
4,17.0087059,1,2.5,25,3,37.97286606,-122.0437164
1,13.18853812,1,3.5,1,2,37.89883,-122.06105
1,8.179603351,1,4.5,16,1,37.8353491,-122.1264706
1,9.833680803,1,4,1,1,37.8906068,-122.1277333
1,15.07278981,1,4,1,2,37.94665,-122.06162
1,16.01603056,1,3.5,2,3,37.9672766,-122.0621762
2,16.28640369,1,4,1,3,37.95516,-122.04158
2,16.75917786,1,4,1,3,37.96036,-122.03578
1,17.42697656,2,3.5,1,3,37.97625233,-122.0372216
2,13.11575503,1,4.5,1,2,37.8981,-122.06206
4,17.14761035,3,3.5,1,3,37.974103,-122.041692
4,17.24930983,1,3.5,2,3,37.974712,-122.039859
2,17.9377405,1,3.5,1,1,38.04837,-122.15871
1,25.28105867,3,4.5,1,2,38.0134741,-121.8905534
1,16.56482925,1,3,1,3,37.97341,-122.0557
4,17.30330666,2,3.5,1,3,37.97514,-122.03901
2,16.46113419,2,3.5,5,2,37.980899,-122.068382
1,13.36213705,4,4,1,2,37.90798569,-122.0643005
1,10.21942259,1,3.5,1,1,37.8916207,-122.1198696
1,18.97895186,1,4.5,1,1,38.06611236,-122.1654914
0,10.24300025,1,4.5,1,1,37.89301,-122.12063
2,15.22120057,1,4,4,2,37.94483343,-122.0561197
1,25.29092198,1,5,1,2,38.0136496,-121.8904874
1,3.699542598,1,4,1,3,37.8261642,-122.2092056
2,8.822868525,1,4.5,1,1,37.86002748,-122.1256032
1,27.02350228,1,3.5,2,2,38.0000664,-121.8419518
1,21.09024554,1,4,1,3,38.10548401,-122.2077103
4,17.31407797,3,4,1,3,37.97514,-122.03874
1,16.00615689,1,3.5,2,1,37.9969242,-122.1078972
4,17.00661261,1,4,1,3,37.97287623,-122.0437812
2,15.4841855,1,3,1,2,37.95448065,-122.0602968
1,27.27854582,1,3.5,1,2,38.00681479,-121.8415315
1,25.24017357,1,3.5,5,2,38.01147789,-121.8897191
1,27.05312026,1,4,1,2,38.00407809,-121.8442871
1,8.745718633,1,3.5,1,1,37.8578085,-122.1258359
2,6.822063066,1,3.5,1,2,37.8988113,-122.3075638
2,6.816622525,1,4,1,2,37.89875431,-122.3074585
1,7.805049701,1,3.5,1,1,37.91313793,-122.309712
1,14.47096131,1,3.5,15,1,37.97170579,-122.5187601
1,17.03465946,1,3.5,1,1,38.00394927,-122.5438845
2,6.821916718,1,3.5,1,2,37.89881,-122.30756
1,11.84349046,1,4.5,1,1,37.966045,-122.343246
1,11.668597,2,4.5,1,1,37.92833783,-122.518048
1,6.869510575,1,3,25,1,37.90120822,-122.2996008
1,6.089445942,1,3.5,1,1,37.89023,-122.29626
1,4.456842024,2,3.5,2,2,37.8680525,-122.258168
1,4.396005802,1,3.5,1,2,37.86727,-122.25905
2,6.824262642,1,2,1,2,37.898898,-122.307341
1,14.76943994,1,3,25,1,37.9733537,-122.528938
1,13.58117628,1,4.5,1,3,37.67244,-122.08685
1,13.78967404,1,5,1,3,37.6542332,-122.1048419
1,16.15194821,1,4,15,2,37.77474213,-121.977684
2,11.83979223,1,3.5,18,2,37.70864,-122.09134
2,14.31787132,1,2.5,25,3,37.64435502,-122.1046306
5,7.881337519,1,4,1,4,37.7310477,-122.1605656
1,13.82000428,1,4,1,3,37.65254837,-122.1064539
1,12.89593777,1,3.5,2,2,37.69529,-122.07956
1,39.96594519,2,3.5,1,1,37.2574696,-122.0335427
0,38.27785957,1,4,1,4,37.31369781,-121.9466248
1,38.39456596,1,4.5,1,1,37.28203794,-122.0319166
1,37.40903882,1,3.5,2,4,37.31559812,-121.9772822
1,39.99274304,1,4.5,1,1,37.28691,-121.94397
1,40.37503898,1,3.5,1,1,37.2784787,-121.9497792
6,37.5849621,1,2.5,1,3,37.3260983,-121.9441444
1,37.54655127,1,3,1,3,37.32609834,-121.945619
1,39.19837745,1,3.5,1,1,37.28781944,-121.9752119
2,35.54333366,1,3.5,1,3,37.33882,-121.99497
1,22.90472964,1,4.5,3,3,38.133641,-122.222464
5,22.19476982,2,4.5,1,3,38.12531328,-122.2541592
5,22.28404096,2,4,1,3,38.12666702,-122.2561264
5,21.97539014,1,3,1,3,38.12214661,-122.2545013
1,20.97111337,1,3,1,3,38.10589,-122.22709
1,19.5746834,3,3.5,2,3,38.08376513,-122.2116666
5,21.92608621,1,3.5,1,3,38.12143971,-122.2547269
1,20.99255422,1,3,5,3,38.10499,-122.21532
5,22.09418546,1,4.5,1,3,38.12384966,-122.253961
5,21.98567062,1,3,1,3,38.1224127,-122.2586215
5,21.95065593,1,3,1,3,38.121818,-122.2554405
5,21.90906801,2,4,1,3,38.12118912,-122.2546005
8,19.60108121,1,4,3,1,37.5189045,-122.2744648
1,17.9007134,2,4,1,2,37.54528365,-122.270465
1,17.36550314,1,3.5,1,2,37.5532937,-122.2565492
0,19.17210561,1,3.5,1,1,37.52403259,-122.2790756
4,17.77041571,1,3,1,4,37.54441185,-122.2847967
2,17.94704673,3,3.5,1,2,37.54461312,-122.2704258
4,17.72570131,1,3,1,4,37.5452652,-122.2844771
0,30.17274258,1,4.5,1,3,37.3931694,-122.0855179
4,17.7552667,2,3,1,4,37.54458858,-122.2849688
4,17.74376069,2,3.5,1,4,37.54478418,-122.2849461
1,19.50630791,1,3,1,3,37.52246683,-122.2516251
5,8.705901628,1,3.5,1,4,37.7215444,-122.1509912
1,8.424780227,1,3.5,6,4,37.7239999,-122.15511
2,10.64449536,1,2.5,25,4,37.69783401,-122.1303558
5,8.43316234,1,3.5,1,4,37.72408454,-122.1548124
1,8.909391772,1,3.5,1,4,37.69982,-122.17564
1,10.54480223,1,2,1,4,37.7026172,-122.1272393
1,8.476260756,1,4,1,4,37.7228,-122.155194
2,10.69257974,2,3.5,1,4,37.6799807,-122.154671
2,11.83979223,2,4.5,1,2,37.70864,-122.09134
1,8.53721776,1,4,1,4,37.72294498,-122.1535432
2,12.19216738,1,3.5,25,1,37.672989,-122.1221398
1,3.211278983,1,3.5,6,2,37.76273,-122.24497
5,8.464148688,2,2.5,1,4,37.72365835,-122.1545305
1,13.1648429,1,3,25,2,37.69477911,-122.0739795
5,9.341825316,1,2,1,4,37.7154007,-122.1423264
1,9.946253645,2,3.5,1,4,37.702842,-122.142028
2,3.195985265,1,3.5,1,2,37.76394,-122.24266
1,2.073693105,4,4.5,1,3,37.78606,-122.24101
2,11.83979223,1,4.5,1,2,37.70864,-122.09134
1,3.097818319,1,3.5,1,2,37.76570347,-122.2423786
2,12.80082786,1,4.5,1,3,37.66518826,-122.1164806
5,8.408965847,2,4,1,4,37.72437,-122.155085
5,8.904798095,1,3.5,1,4,37.71929,-122.14865
1,10.21595585,1,3.5,1,4,37.69066472,-122.151571
1,11.25758597,2,4,1,1,37.67703148,-122.1425618
1,16.01495405,1,4,1,3,37.631869,-122.075384
2,10.71544786,1,3.5,1,4,37.6795,-122.15479
1,14.07886911,1,4,1,3,37.651128,-122.101296
2,13.76350801,1,4,1,3,37.67355,-122.08114
5,10.67625712,1,3,1,4,37.700116,-122.126858
